id_nasabah,jumlah_pinjaman,pendapatan_bulanan,usia_nasabah,status_pekerjaan,Credit_Score,riwayat_kredit,tanggal_data
448,16000000,18000000,32,wirausaha,671,baik,2025-07-27
449,8000000,10000000,18,wirausaha,772,baik,2025-01-11
450,15000000,18000000,43,karyawan_swasta,691,baik,2025-01-20
451,7000000,6000000,39,wirausaha,812,baik,2025-01-27
452,5000000,6000000,53,karyawan_swasta,718,baik,2025-02-28
453,13000000,11000000,39,wirausaha,850,baik,2024-12-10
454,7000000,6000000,35,wirausaha,850,baik,2024-12-07
455,8000000,7000000,56,pns,825,baik,2025-05-20
456,14000000,16000000,45,karyawan_swasta,696,baik,2024-11-04
457,8000000,9000000,54,karyawan_swasta,631,baik,2024-12-12
458,5000000,6000000,18,karyawan_swasta,694,baik,2025-02-17
459,11000000,9000000,34,karyawan_swasta,709,baik,2025-06-27
460,7000000,6000000,18,wirausaha,687,baik,2025-05-11
461,5000000,4000000,18,karyawan_swasta,792,baik,2024-12-10
462,10000000,11000000,33,karyawan_swasta,704,baik,2025-07-16
463,8000000,7000000,22,wirausaha,596,baik,2025-06-15
464,9000000,10000000,23,wirausaha,727,buruk,2025-06-21
465,13000000,15000000,37,wirausaha,620,buruk,2025-04-15
466,7000000,8000000,38,wirausaha,651,baik,2025-05-11
467,9000000,8000000,53,wirausaha,737,baik,2025-06-14
468,8000000,9000000,48,wirausaha,850,baik,2024-10-10
469,13000000,15000000,29,wirausaha,784,baik,2024-11-19
470,7000000,8000000,46,wirausaha,787,baik,2025-08-12
471,5000000,6000000,32,wirausaha,584,baik,2025-06-15
472,12000000,13000000,42,karyawan_swasta,651,baik,2025-02-13
473,16000000,14000000,33,wirausaha,667,baik,2025-06-22
474,14000000,12000000,50,karyawan_swasta,811,baik,2025-07-31
475,11000000,9000000,35,wirausaha,711,baik,2024-10-02
476,14000000,16000000,46,karyawan_swasta,793,baik,2024-10-29
477,8000000,9000000,39,karyawan_swasta,713,baik,2025-04-09
478,8000000,9000000,30,wirausaha,642,baik,2025-01-19
479,12000000,10000000,27,karyawan_swasta,798,baik,2025-06-22
480,12000000,14000000,42,karyawan_swasta,761,baik,2025-06-10
481,7000000,8000000,25,wirausaha,691,baik,2025-03-06
482,8000000,7000000,19,pns,763,baik,2025-06-16
483,14000000,16000000,64,wirausaha,590,baik,2025-01-14
484,12000000,10000000,39,wirausaha,761,baik,2025-05-08
485,8000000,7000000,32,wirausaha,594,baik,2024-10-04
486,12000000,14000000,33,wirausaha,722,baik,2025-08-07
487,11000000,9000000,30,wirausaha,760,baik,2025-04-23
488,13000000,15000000,47,wirausaha,666,baik,2025-01-02
489,7000000,8000000,37,wirausaha,850,baik,2024-12-07
490,14000000,12000000,35,wirausaha,696,baik,2025-09-04
491,16000000,14000000,40,karyawan_swasta,680,baik,2025-08-17
492,9000000,7000000,37,karyawan_swasta,572,buruk,2024-10-05
493,5000000,4000000,32,wirausaha,850,baik,2025-02-18
494,10000000,11000000,18,wirausaha,681,baik,2025-04-22
495,17000000,20000000,57,wirausaha,738,baik,2025-04-13
496,10000000,12000000,41,wirausaha,705,baik,2025-09-05
497,8000000,9000000,31,karyawan_swasta,813,baik,2024-10-28
498,9000000,10000000,21,karyawan_swasta,643,baik,2025-01-23
499,8000000,9000000,68,wirausaha,644,baik,2025-02-12
500,9000000,10000000,27,wirausaha,658,buruk,2025-03-01
501,16000000,19000000,55,wirausaha,683,baik,2025-06-02
502,12000000,13000000,25,karyawan_swasta,621,baik,2024-10-29
503,6000000,7000000,28,wirausaha,820,baik,2024-11-01
504,9000000,7000000,55,pns,652,baik,2025-04-09
505,19000000,22000000,52,karyawan_swasta,627,baik,2024-10-18
506,6000000,5000000,57,karyawan_swasta,665,baik,2024-11-10
507,15000000,18000000,51,karyawan_swasta,591,buruk,2025-01-10
508,8000000,6000000,21,karyawan_swasta,748,baik,2024-09-15
509,10000000,11000000,19,karyawan_swasta,715,baik,2025-07-07
510,14000000,16000000,40,wirausaha,567,buruk,2025-08-18
511,9000000,11000000,18,wirausaha,740,baik,2024-09-20
512,11000000,13000000,24,karyawan_swasta,669,baik,2024-12-31
513,6000000,7000000,20,wirausaha,736,baik,2025-06-09
514,16000000,18000000,30,wirausaha,706,baik,2025-07-24
515,11000000,9000000,18,wirausaha,660,baik,2025-07-14
516,10000000,12000000,68,karyawan_swasta,634,baik,2025-09-05
517,7000000,8000000,35,karyawan_swasta,673,baik,2024-09-18
518,8000000,7000000,65,karyawan_swasta,583,buruk,2025-08-01
519,11000000,13000000,48,wirausaha,691,buruk,2025-06-11
520,12000000,14000000,41,wirausaha,714,baik,2025-09-02
521,12000000,13000000,42,wirausaha,563,baik,2025-05-02
522,12000000,10000000,42,karyawan_swasta,690,baik,2024-11-03
523,5000000,6000000,52,wirausaha,838,baik,2025-07-05
524,6000000,7000000,48,wirausaha,648,baik,2025-08-04
525,7000000,8000000,35,karyawan_swasta,655,baik,2025-05-13
526,8000000,9000000,24,karyawan_swasta,648,baik,2024-10-19
527,9000000,11000000,30,wirausaha,492,buruk,2025-09-10
528,13000000,15000000,18,karyawan_swasta,803,baik,2025-02-04
529,11000000,9000000,28,wirausaha,603,baik,2024-10-05
530,10000000,9000000,45,pns,697,baik,2024-11-15
531,10000000,12000000,44,wirausaha,558,baik,2024-11-17
532,12000000,14000000,38,wirausaha,715,baik,2025-04-18
533,11000000,10000000,47,wirausaha,850,baik,2025-01-16
534,8000000,10000000,52,wirausaha,812,baik,2024-10-10
535,7000000,8000000,46,karyawan_swasta,648,baik,2025-04-14
536,7000000,6000000,20,pns,694,baik,2024-12-02
537,7000000,6000000,30,wirausaha,635,baik,2024-10-14
538,12000000,13000000,56,karyawan_swasta,610,buruk,2025-07-06
539,10000000,11000000,57,wirausaha,722,baik,2025-06-22
540,12000000,10000000,33,karyawan_swasta,693,baik,2025-02-13
541,13000000,15000000,51,pns,696,baik,2025-06-03
542,9000000,10000000,32,wirausaha,615,baik,2025-05-13
543,10000000,11000000,36,karyawan_swasta,738,baik,2025-05-31
544,11000000,10000000,37,wirausaha,611,buruk,2025-07-25
545,7000000,8000000,27,wirausaha,767,baik,2024-11-25
546,8000000,9000000,30,karyawan_swasta,717,baik,2025-06-17
547,9000000,10000000,44,wirausaha,822,baik,2024-11-07
548,14000000,13000000,44,karyawan_swasta,609,baik,2024-12-05
549,6000000,7000000,35,karyawan_swasta,465,buruk,2025-02-27
550,13000000,12000000,25,wirausaha,745,baik,2024-11-14
551,5000000,6000000,38,karyawan_swasta,736,baik,2025-03-03
552,8000000,9000000,37,wirausaha,666,baik,2025-08-15
553,10000000,11000000,27,karyawan_swasta,742,baik,2025-01-27
554,13000000,11000000,46,karyawan_swasta,471,buruk,2025-09-04
555,6000000,7000000,26,wirausaha,823,baik,2025-07-31
556,10000000,12000000,46,pns,646,baik,2025-05-19
557,15000000,13000000,43,karyawan_swasta,732,baik,2024-11-30
558,10000000,12000000,57,wirausaha,674,baik,2024-11-24
559,9000000,11000000,31,wirausaha,617,buruk,2025-03-14
560,11000000,13000000,19,pns,625,baik,2025-07-07
561,12000000,13000000,34,wirausaha,834,baik,2024-09-28
562,10000000,11000000,47,karyawan_swasta,716,baik,2025-06-25
563,11000000,13000000,29,karyawan_swasta,732,baik,2024-09-27
564,12000000,10000000,35,wirausaha,590,buruk,2025-09-12
565,17000000,19000000,25,karyawan_swasta,628,buruk,2024-11-07
566,12000000,13000000,43,wirausaha,612,baik,2025-04-06
567,7000000,8000000,28,karyawan_swasta,655,baik,2025-02-25
568,9000000,8000000,61,wirausaha,592,buruk,2025-07-22
569,16000000,18000000,51,karyawan_swasta,733,baik,2024-12-23
570,13000000,11000000,32,pns,850,baik,2024-11-22
571,6000000,7000000,21,karyawan_swasta,582,baik,2025-05-29
572,8000000,9000000,18,wirausaha,546,baik,2025-07-01
573,8000000,7000000,36,wirausaha,650,baik,2025-05-31
574,11000000,13000000,37,karyawan_swasta,850,baik,2025-07-14
575,9000000,10000000,30,wirausaha,707,baik,2025-05-13
576,7000000,8000000,18,wirausaha,689,baik,2024-11-10
577,6000000,5000000,18,karyawan_swasta,623,buruk,2025-04-07
578,10000000,8000000,20,wirausaha,659,baik,2024-10-13
579,12000000,14000000,23,wirausaha,754,baik,2025-03-10
580,11000000,9000000,38,wirausaha,691,baik,2024-12-30
581,11000000,13000000,42,wirausaha,686,baik,2024-12-10
582,7000000,8000000,37,wirausaha,610,buruk,2025-06-04
583,10000000,11000000,38,wirausaha,800,baik,2024-10-30
584,9000000,10000000,37,wirausaha,680,baik,2025-01-17
585,6000000,5000000,20,karyawan_swasta,769,baik,2024-10-11
586,14000000,11000000,18,wirausaha,707,baik,2025-08-19
587,12000000,13000000,29,wirausaha,649,baik,2024-10-12
588,6000000,5000000,38,karyawan_swasta,795,baik,2025-05-19
589,9000000,11000000,42,wirausaha,750,baik,2024-11-17
590,8000000,9000000,34,karyawan_swasta,741,baik,2025-03-14
591,12000000,14000000,24,wirausaha,671,baik,2024-11-09
592,7000000,6000000,26,wirausaha,776,baik,2025-04-22
593,7000000,8000000,18,pns,755,baik,2024-12-18
594,10000000,11000000,59,wirausaha,548,buruk,2025-08-20
595,10000000,12000000,37,wirausaha,738,baik,2024-12-03
596,9000000,11000000,39,karyawan_swasta,650,baik,2025-03-02
597,13000000,15000000,48,wirausaha,704,baik,2024-09-27
598,7000000,8000000,24,wirausaha,836,baik,2024-09-13
599,5000000,6000000,48,pns,688,baik,2025-07-08
600,10000000,12000000,42,wirausaha,583,buruk,2024-09-18
601,11000000,9000000,35,karyawan_swasta,781,baik,2025-09-11
602,11000000,13000000,30,wirausaha,790,baik,2025-08-09
603,10000000,9000000,29,karyawan_swasta,832,baik,2024-09-17
604,10000000,9000000,71,wirausaha,630,baik,2025-05-08
605,12000000,14000000,36,wirausaha,744,baik,2024-09-27
606,6000000,5000000,29,wirausaha,684,baik,2025-08-28
607,9000000,10000000,48,karyawan_swasta,635,baik,2024-10-09
608,11000000,9000000,54,karyawan_swasta,700,baik,2025-04-17
609,12000000,10000000,42,wirausaha,720,baik,2024-11-10
610,10000000,8000000,18,wirausaha,764,baik,2025-04-25
611,10000000,12000000,29,wirausaha,829,baik,2024-12-25
612,12000000,13000000,18,karyawan_swasta,839,baik,2025-06-27
613,5000000,6000000,53,karyawan_swasta,812,baik,2025-07-08
614,6000000,7000000,27,wirausaha,723,baik,2024-12-28
615,10000000,9000000,18,pns,655,baik,2025-06-07
616,12000000,14000000,38,wirausaha,817,baik,2025-09-06
617,15000000,13000000,45,karyawan_swasta,771,baik,2024-11-21
618,7000000,6000000,41,pns,790,baik,2025-06-28
619,9000000,8000000,51,karyawan_swasta,656,baik,2024-11-28
620,8000000,6000000,39,pns,712,baik,2024-11-26
621,10000000,9000000,52,wirausaha,740,baik,2025-03-10
622,12000000,10000000,35,karyawan_swasta,735,buruk,2025-02-04
623,13000000,14000000,29,pns,711,baik,2025-02-05
624,15000000,17000000,24,wirausaha,680,baik,2025-01-31
625,13000000,11000000,50,wirausaha,617,baik,2025-08-09
626,12000000,10000000,49,wirausaha,778,baik,2025-05-29
627,8000000,10000000,46,karyawan_swasta,716,baik,2025-06-19
628,8000000,6000000,66,karyawan_swasta,703,baik,2025-08-28
629,6000000,7000000,41,wirausaha,683,baik,2024-12-04
630,10000000,11000000,30,karyawan_swasta,742,baik,2025-07-04
631,13000000,15000000,35,karyawan_swasta,587,baik,2024-11-28
632,8000000,7000000,33,wirausaha,665,buruk,2025-03-07
633,11000000,13000000,42,karyawan_swasta,613,baik,2024-11-28
634,14000000,16000000,23,wirausaha,850,baik,2025-05-08
635,9000000,11000000,66,pns,624,baik,2024-10-30
636,7000000,8000000,32,wirausaha,850,baik,2024-12-06
637,13000000,15000000,30,karyawan_swasta,684,baik,2025-04-13
638,7000000,8000000,44,karyawan_swasta,736,baik,2024-11-23
639,10000000,12000000,39,pns,686,baik,2025-04-22
640,8000000,9000000,18,wirausaha,520,baik,2024-09-26
641,9000000,10000000,33,karyawan_swasta,561,buruk,2025-09-07
642,13000000,11000000,33,karyawan_swasta,663,baik,2025-09-09
643,16000000,13000000,59,pns,631,buruk,2025-03-30
644,11000000,9000000,46,wirausaha,621,baik,2024-10-09
645,14000000,17000000,56,wirausaha,626,baik,2025-04-30
646,12000000,10000000,26,karyawan_swasta,639,buruk,2025-07-29
647,14000000,12000000,39,karyawan_swasta,705,baik,2025-05-16
648,10000000,8000000,31,wirausaha,667,baik,2025-08-05
649,6000000,7000000,37,pns,659,baik,2025-04-13
650,7000000,8000000,37,wirausaha,784,baik,2024-11-01
651,10000000,12000000,44,wirausaha,543,baik,2024-11-28
652,14000000,16000000,47,wirausaha,763,baik,2025-08-12
653,8000000,9000000,51,wirausaha,758,baik,2025-01-02
654,7000000,8000000,43,wirausaha,701,buruk,2025-05-22
655,8000000,9000000,50,karyawan_swasta,610,buruk,2025-02-21
656,11000000,12000000,35,karyawan_swasta,713,baik,2024-10-03
657,5000000,4000000,24,karyawan_swasta,743,baik,2025-02-17
658,16000000,19000000,27,pns,841,baik,2025-03-09
659,10000000,9000000,47,wirausaha,742,baik,2024-11-05
660,11000000,9000000,18,wirausaha,824,baik,2025-08-27
661,9000000,10000000,30,wirausaha,812,baik,2025-01-23
662,14000000,13000000,18,wirausaha,717,baik,2025-07-11
663,15000000,17000000,18,wirausaha,716,baik,2025-03-27
664,8000000,9000000,18,wirausaha,719,baik,2024-12-09
665,10000000,11000000,34,karyawan_swasta,699,baik,2025-01-20
666,10000000,12000000,48,karyawan_swasta,646,baik,2025-05-17
667,8000000,9000000,42,karyawan_swasta,521,buruk,2024-11-01
668,8000000,10000000,35,karyawan_swasta,431,buruk,2025-08-15
669,8000000,9000000,35,wirausaha,597,baik,2025-06-22
670,6000000,7000000,41,wirausaha,717,baik,2025-01-25
671,8000000,9000000,31,wirausaha,665,baik,2024-10-11
672,12000000,14000000,26,wirausaha,773,baik,2024-11-23
673,8000000,10000000,59,wirausaha,711,baik,2025-09-11
674,11000000,13000000,49,pns,528,buruk,2024-10-25
675,11000000,12000000,42,karyawan_swasta,830,baik,2024-12-10
676,10000000,9000000,28,wirausaha,518,buruk,2025-04-26
677,10000000,11000000,63,karyawan_swasta,846,baik,2025-08-01
678,10000000,8000000,43,pns,850,baik,2025-07-10
679,10000000,8000000,41,wirausaha,685,baik,2024-10-22
680,11000000,9000000,38,karyawan_swasta,744,baik,2025-05-10
681,11000000,12000000,26,karyawan_swasta,698,baik,2025-02-11
682,6000000,7000000,45,wirausaha,850,baik,2025-06-30
683,10000000,8000000,27,wirausaha,659,baik,2025-03-14
684,13000000,15000000,38,karyawan_swasta,657,buruk,2025-03-10
685,8000000,9000000,42,karyawan_swasta,767,baik,2024-10-11
686,9000000,10000000,31,karyawan_swasta,624,buruk,2025-04-30
687,8000000,9000000,30,pns,600,baik,2024-11-15
688,11000000,12000000,40,wirausaha,755,baik,2025-04-01
689,10000000,12000000,35,pns,798,baik,2025-01-14
690,8000000,9000000,49,wirausaha,588,buruk,2025-06-15
691,6000000,7000000,42,wirausaha,660,baik,2024-11-28
692,12000000,14000000,43,karyawan_swasta,847,baik,2024-11-05
693,7000000,6000000,51,pns,663,baik,2025-08-12
694,11000000,13000000,27,karyawan_swasta,779,baik,2025-08-02
695,11000000,12000000,18,wirausaha,596,baik,2025-08-10
696,9000000,11000000,18,karyawan_swasta,691,baik,2024-10-01
697,14000000,16000000,27,wirausaha,616,baik,2024-11-26
698,17000000,19000000,18,wirausaha,566,baik,2025-09-11
699,5000000,4000000,29,wirausaha,636,baik,2025-04-15
700,14000000,16000000,29,karyawan_swasta,730,baik,2025-01-22
701,12000000,14000000,31,pns,624,baik,2025-01-13
702,15000000,13000000,38,pns,612,baik,2025-03-18
703,11000000,12000000,23,wirausaha,761,baik,2025-08-15
704,10000000,11000000,19,karyawan_swasta,737,baik,2025-02-12
705,6000000,5000000,38,pns,801,baik,2025-01-31
706,8000000,9000000,36,karyawan_swasta,785,baik,2025-04-25
707,11000000,12000000,40,karyawan_swasta,791,baik,2024-10-25
708,10000000,12000000,35,pns,752,baik,2025-03-21
709,7000000,8000000,53,wirausaha,713,baik,2025-01-07
710,15000000,17000000,34,wirausaha,682,buruk,2025-04-19
711,11000000,13000000,41,pns,659,baik,2024-11-07
712,12000000,14000000,27,wirausaha,754,baik,2025-04-11
713,18000000,20000000,31,wirausaha,587,baik,2025-04-20
714,12000000,14000000,46,wirausaha,596,baik,2025-08-14
715,11000000,9000000,18,pns,528,buruk,2025-02-15
716,13000000,11000000,24,wirausaha,773,baik,2025-01-06
717,12000000,13000000,36,wirausaha,631,buruk,2024-09-18
718,9000000,8000000,30,wirausaha,767,baik,2024-12-26
719,12000000,11000000,41,wirausaha,574,buruk,2024-09-23
720,13000000,15000000,29,pns,759,baik,2025-04-12
721,9000000,11000000,50,wirausaha,721,baik,2025-01-04
722,11000000,13000000,27,wirausaha,639,baik,2025-08-14
723,10000000,11000000,34,pns,733,baik,2025-04-17
724,10000000,11000000,18,pns,697,buruk,2024-10-09
725,12000000,14000000,37,karyawan_swasta,670,baik,2025-06-09
726,10000000,11000000,32,wirausaha,685,baik,2025-08-28
727,11000000,12000000,50,wirausaha,743,baik,2025-02-03
728,14000000,16000000,23,wirausaha,651,baik,2025-07-16
729,9000000,8000000,48,karyawan_swasta,720,buruk,2025-02-19
730,9000000,8000000,50,karyawan_swasta,673,buruk,2025-08-03
731,12000000,10000000,49,karyawan_swasta,729,baik,2025-09-11
732,9000000,10000000,31,karyawan_swasta,620,buruk,2025-08-30
733,11000000,10000000,45,karyawan_swasta,758,baik,2024-10-03
734,7000000,8000000,35,wirausaha,757,baik,2025-03-25
735,11000000,13000000,45,karyawan_swasta,850,baik,2025-09-08
736,10000000,12000000,19,wirausaha,757,baik,2024-11-16
737,7000000,8000000,51,wirausaha,725,baik,2025-04-08
738,8000000,9000000,47,karyawan_swasta,765,baik,2024-11-14
739,20000000,18000000,53,karyawan_swasta,703,baik,2025-03-27
740,7000000,6000000,24,wirausaha,673,baik,2025-05-09
741,11000000,10000000,29,pns,695,baik,2025-01-04
742,10000000,11000000,45,wirausaha,691,baik,2024-12-29
743,10000000,12000000,30,wirausaha,708,baik,2025-06-08
744,12000000,10000000,43,wirausaha,616,baik,2025-08-29
745,5000000,4000000,42,wirausaha,687,baik,2025-01-29
746,10000000,11000000,26,wirausaha,713,baik,2024-12-21
747,7000000,6000000,48,pns,510,baik,2025-07-07
748,10000000,11000000,35,wirausaha,850,baik,2025-08-22
749,17000000,20000000,36,pns,586,baik,2025-05-18
750,10000000,11000000,33,pns,716,baik,2024-12-09
751,12000000,10000000,35,wirausaha,716,baik,2025-01-05
752,5000000,6000000,32,karyawan_swasta,710,baik,2024-12-08
753,17000000,20000000,52,wirausaha,594,baik,2025-03-18
754,11000000,13000000,18,karyawan_swasta,690,baik,2024-11-29
755,16000000,18000000,42,pns,786,baik,2024-12-13
756,10000000,12000000,39,wirausaha,780,baik,2025-02-11
757,10000000,11000000,41,karyawan_swasta,823,baik,2025-06-21
758,14000000,16000000,36,wirausaha,752,baik,2025-06-24
759,8000000,9000000,24,wirausaha,613,baik,2025-04-20
760,9000000,10000000,27,pns,589,baik,2025-07-15
761,5000000,6000000,38,karyawan_swasta,659,baik,2025-07-10
762,7000000,6000000,21,wirausaha,683,baik,2025-04-19
763,11000000,13000000,42,karyawan_swasta,755,baik,2025-03-20
764,11000000,13000000,41,wirausaha,634,baik,2025-04-20
765,14000000,12000000,38,wirausaha,744,baik,2024-10-09
766,8000000,9000000,40,karyawan_swasta,608,buruk,2025-02-04
767,6000000,5000000,50,wirausaha,850,baik,2025-06-10
768,8000000,9000000,48,wirausaha,672,baik,2025-04-08
769,16000000,18000000,25,wirausaha,645,baik,2025-09-03
770,7000000,8000000,45,wirausaha,661,baik,2024-11-18
771,14000000,17000000,26,wirausaha,713,baik,2025-07-31
772,11000000,10000000,53,wirausaha,756,baik,2024-11-24
773,6000000,7000000,30,karyawan_swasta,720,baik,2025-07-03
774,10000000,11000000,45,karyawan_swasta,740,baik,2025-09-09
775,12000000,13000000,43,wirausaha,692,baik,2025-02-08
776,13000000,15000000,35,wirausaha,683,baik,2025-01-19
777,10000000,12000000,39,karyawan_swasta,669,baik,2024-09-29
778,10000000,12000000,24,wirausaha,768,baik,2024-11-05
779,14000000,11000000,32,wirausaha,810,baik,2024-12-26
780,15000000,13000000,40,karyawan_swasta,713,baik,2025-07-09
781,8000000,7000000,40,wirausaha,727,baik,2025-03-26
782,7000000,8000000,48,wirausaha,785,baik,2025-06-14
783,9000000,10000000,36,wirausaha,658,baik,2025-05-18
784,13000000,15000000,21,pns,590,baik,2024-12-24
785,8000000,9000000,35,karyawan_swasta,559,baik,2025-08-19
786,9000000,11000000,35,wirausaha,732,baik,2024-09-18
787,13000000,15000000,45,wirausaha,742,baik,2025-07-05
788,9000000,10000000,23,wirausaha,649,baik,2025-09-06
789,11000000,12000000,36,wirausaha,850,baik,2025-02-09
790,11000000,9000000,53,wirausaha,850,baik,2025-06-29
791,9000000,11000000,29,karyawan_swasta,650,baik,2025-07-10
792,15000000,13000000,45,wirausaha,661,baik,2025-07-02
793,10000000,9000000,55,pns,481,buruk,2025-04-07
794,15000000,13000000,18,wirausaha,626,baik,2024-09-16
795,16000000,19000000,35,wirausaha,734,baik,2024-10-10
796,11000000,13000000,54,karyawan_swasta,664,baik,2024-11-03
797,8000000,9000000,51,karyawan_swasta,764,baik,2025-02-05
798,5000000,6000000,44,pns,803,baik,2025-05-09
799,11000000,9000000,48,karyawan_swasta,652,baik,2025-07-02
800,7000000,8000000,51,wirausaha,787,baik,2025-03-09
801,14000000,16000000,33,wirausaha,717,baik,2024-12-05
802,12000000,14000000,48,wirausaha,755,baik,2025-01-29
803,8000000,9000000,44,karyawan_swasta,763,baik,2025-07-04
804,12000000,14000000,39,wirausaha,737,baik,2025-08-23
805,8000000,7000000,34,wirausaha,717,baik,2025-06-24
806,7000000,8000000,45,karyawan_swasta,732,baik,2024-10-17
807,10000000,12000000,34,wirausaha,683,baik,2025-02-07
808,7000000,6000000,28,wirausaha,697,baik,2025-08-22
809,12000000,14000000,47,wirausaha,534,buruk,2025-05-19
810,12000000,13000000,37,wirausaha,522,buruk,2024-10-15
811,12000000,14000000,35,pns,667,baik,2025-05-31
812,8000000,7000000,21,wirausaha,702,baik,2024-11-10
813,12000000,14000000,37,karyawan_swasta,681,baik,2025-01-10
814,8000000,9000000,23,wirausaha,658,buruk,2025-06-27
815,13000000,15000000,26,karyawan_swasta,695,baik,2024-10-30
816,10000000,11000000,43,karyawan_swasta,732,baik,2025-05-18
817,11000000,10000000,49,pns,708,baik,2024-11-03
818,10000000,9000000,21,wirausaha,789,baik,2024-10-31
819,14000000,16000000,33,karyawan_swasta,850,baik,2025-01-06
820,6000000,7000000,42,karyawan_swasta,684,buruk,2025-04-15
821,5000000,6000000,18,wirausaha,705,baik,2025-02-12
822,11000000,9000000,44,wirausaha,685,baik,2024-11-07
823,12000000,14000000,45,wirausaha,723,baik,2025-03-03
824,10000000,9000000,24,karyawan_swasta,544,buruk,2025-02-02
825,11000000,9000000,45,karyawan_swasta,721,baik,2025-01-21
826,10000000,11000000,34,karyawan_swasta,652,baik,2025-01-10
827,8000000,9000000,18,karyawan_swasta,620,baik,2025-01-22
828,8000000,9000000,18,wirausaha,814,baik,2025-07-05
829,6000000,5000000,49,karyawan_swasta,738,baik,2025-08-21
830,8000000,7000000,36,wirausaha,636,baik,2025-05-18
831,12000000,14000000,46,wirausaha,814,baik,2025-06-10
832,9000000,8000000,51,wirausaha,649,baik,2024-12-13
833,8000000,9000000,47,pns,839,baik,2024-11-30
834,10000000,12000000,38,karyawan_swasta,726,baik,2024-11-29
835,12000000,13000000,38,karyawan_swasta,734,baik,2025-07-03
836,9000000,10000000,30,karyawan_swasta,795,baik,2024-12-20
837,12000000,10000000,34,pns,722,baik,2025-09-09
838,13000000,11000000,37,wirausaha,701,baik,2025-01-20
839,14000000,16000000,35,wirausaha,754,baik,2025-01-10
840,7000000,8000000,18,wirausaha,612,baik,2025-06-05
841,15000000,17000000,32,wirausaha,698,baik,2025-06-13
842,7000000,6000000,38,wirausaha,684,baik,2025-07-13
843,11000000,12000000,46,karyawan_swasta,565,buruk,2024-11-23
844,14000000,16000000,38,pns,674,baik,2025-04-19
845,11000000,13000000,55,pns,676,baik,2025-07-19
846,14000000,17000000,55,wirausaha,842,baik,2025-04-03
847,12000000,14000000,44,wirausaha,783,baik,2025-01-08
848,6000000,5000000,18,pns,656,baik,2024-11-19
849,6000000,7000000,35,wirausaha,685,baik,2025-07-02
850,14000000,16000000,18,karyawan_swasta,755,baik,2024-10-31
851,7000000,8000000,40,karyawan_swasta,720,baik,2025-07-11
852,6000000,7000000,50,karyawan_swasta,677,baik,2024-11-17
853,8000000,9000000,47,karyawan_swasta,620,buruk,2024-12-24
854,11000000,13000000,25,wirausaha,691,baik,2025-07-07
855,13000000,15000000,18,karyawan_swasta,850,baik,2024-11-09
856,13000000,11000000,38,karyawan_swasta,850,baik,2025-03-16
857,5000000,4000000,34,wirausaha,602,baik,2025-02-06
858,13000000,15000000,43,wirausaha,704,baik,2025-07-25
859,11000000,13000000,44,wirausaha,672,baik,2024-12-17
860,12000000,11000000,34,karyawan_swasta,562,buruk,2024-11-20
861,15000000,13000000,38,wirausaha,651,baik,2025-03-01
862,8000000,7000000,30,pns,622,baik,2025-05-28
863,6000000,7000000,41,karyawan_swasta,742,baik,2025-07-25
864,11000000,9000000,39,wirausaha,735,baik,2025-04-14
865,14000000,16000000,26,karyawan_swasta,743,baik,2025-08-09
866,10000000,11000000,25,karyawan_swasta,627,baik,2025-08-05
867,8000000,9000000,36,wirausaha,726,baik,2025-01-05
868,5000000,6000000,18,karyawan_swasta,738,baik,2025-01-04
869,9000000,10000000,33,wirausaha,545,baik,2025-03-23
870,5000000,4000000,41,karyawan_swasta,665,baik,2024-10-01
871,9000000,11000000,28,wirausaha,821,baik,2024-09-24
872,8000000,9000000,44,karyawan_swasta,670,baik,2024-11-30
873,7000000,6000000,23,wirausaha,662,baik,2025-08-16
874,13000000,15000000,46,karyawan_swasta,751,baik,2025-03-21
875,8000000,9000000,49,wirausaha,562,buruk,2025-04-16
876,12000000,10000000,34,karyawan_swasta,674,baik,2025-04-18
877,7000000,8000000,18,karyawan_swasta,611,baik,2025-08-19
878,6000000,5000000,61,karyawan_swasta,746,baik,2024-10-24
879,6000000,7000000,67,wirausaha,707,baik,2025-06-30
880,11000000,9000000,51,wirausaha,694,baik,2025-06-27
881,10000000,12000000,24,karyawan_swasta,850,baik,2025-04-04
882,11000000,12000000,34,wirausaha,573,buruk,2025-04-06
883,5000000,6000000,41,wirausaha,743,baik,2024-11-23
884,12000000,14000000,28,wirausaha,671,baik,2025-03-23
885,9000000,10000000,35,wirausaha,683,buruk,2025-04-30
886,11000000,12000000,26,karyawan_swasta,677,buruk,2025-01-26
887,13000000,15000000,19,wirausaha,755,baik,2025-04-21
888,15000000,17000000,38,karyawan_swasta,727,baik,2025-05-16
889,11000000,12000000,52,wirausaha,726,baik,2025-02-01
890,5000000,4000000,51,wirausaha,663,baik,2025-06-11
891,15000000,17000000,44,karyawan_swasta,542,baik,2025-05-21
892,12000000,14000000,46,wirausaha,720,baik,2024-11-15
893,13000000,11000000,18,karyawan_swasta,660,buruk,2024-10-24
894,10000000,11000000,46,pns,688,baik,2024-12-28
895,7000000,8000000,26,wirausaha,675,baik,2025-02-18
896,13000000,15000000,24,pns,621,buruk,2025-09-02
897,14000000,16000000,18,karyawan_swasta,713,baik,2025-08-18
898,15000000,12000000,44,karyawan_swasta,640,baik,2025-01-05
